district,subject of transaction,total land transfer area square meters,urban land use zoning,non-urban land Use zoning,non-urban land use planning,transaction year and month,number of transaction pens,transfer level,total floors,building type,main use,main building material,year and month of completion of construction,total area of building transfer square meters,construction status-room,construction status-hall,construction status-bathroom,construction status-compartment,with or without management organization,total price,unit price per square meter,parking category,Car displacement to total area square meters,total parking price,numbers
Zhonghe,car parking space,0.5,Other,,,1080613,ground0 house0 park1,1,19,other,other,other,1000415.0,1.53,0,0,0,Yes,Yes,950000,,Vertical lifting mechanical parking system,1.53,950000,RPROMLMKPHOFFHF09CA
Freshwater,House and land (land + building),14.03,Living,,,1080614,ground2 house1 park0,17,19,residential building,living,reinforced concrete construction,840802.0,90.39,2,2,1,Yes,Yes,4800000,53103.0,,0.0,0,RPQOMLSKPHOFFEF76DA
Three Gorges,House and land (land + building),6.01,Living,,,1080630,ground1 house1 park0,2,19,suite,living,reinforced concrete construction,951117.0,42.35,1,0,1,Yes,Yes,4000000,94451.0,,0.0,0,RPURMLQKPHOFFIF67DA
Tree,House and land (land + building),8.29,Business,,,1080617,ground1 house1 park0,10,19,residential building,living,reinforced concrete construction,980108.0,84.61,2,1,1,Yes,Yes,7200000,85096.0,,0.0,0,RPPNMLLLPHOFFIF98DA
Tree,House and land (land + building) + parking space,10.48,Business,,,1080616,ground1 house1 park1,17,19,residential building,living,reinforced concrete construction,951101.0,126.47,2,2,1,Yes,Yes,9520000,75275.0,parking area,38.03,0,RPSWMLSKPHOFFIF08CA
Three Gorges,House and land (land + building) + parking space,18.8,Business,,,1080627,ground1 house1 park1,3,19,residential building,living,reinforced concrete construction,960727.0,208.07999999999902,3,2,2,Yes,Yes,14550000,69925.0,parking area,42.33,0,RPRNMLPKPHOFFIF76CA
Zhonghe,car parking space,0.5,Other,,,1080617,ground0 house0 park1,1,19,other,other,other,1000415.0,1.46,0,0,0,Yes,Yes,880000,,Vertical lifting mechanical parking system,0.0,0,RPUNMLMKPHOFFHF66CA
Sanzhong,House and land (land + building) + parking space,24.32,Other,,,1080617,ground1 house1 park1,4,19,residential building,other,reinforced concrete construction,1060901.0,211.73,3,1,2,Yes,Yes,24000000,125402.0,parking area,34.7,1800000,RPWPMLMJQHOFFGF96CA
Xinzhuang,House and land (land + building) + parking space,33.1,Business,,,1080511,ground1 house1 park2,19,19,office,other,reinforced concrete construction,1060511.0,321.03,0,0,0,No,Yes,38100000,138953.0,parking area,81.38,4800000,RPTRMLSJQHOFFBF96CA
Wugu,House and land (land + building) + parking space,12.92,Business,,,1080518,ground1 house1 park1,15,19,residential building,other,reinforced concrete construction,1060104.0,119.71,2,1,1,Yes,Yes,9900000,93164.0,parking area,33.84,1900000,RPTOMLQKPHOFFBF56DA
Linkou,House and land (land + building) + parking space,19.28,Business,,,1080624,ground1 house1 park1,17,19,residential building,living,reinforced concrete construction,961017.0,188.21,3,2,2,Yes,Yes,13650000,83658.0,parking area,41.78,1400000,RPOWMLSKPHOFFBF07DA
Linkou,House and land (land + building) + parking space,11.98,Business,,,1080602,ground2 house1 park1,4,19,residential building,living,reinforced concrete construction,960817.0,130.13,2,2,1,Yes,Yes,9800000,75309.0,parking area,34.76,0,RPQPMLQKPHOFFBF88CA
Wugu,House and land (land + building) + parking space,15.22,Living,,,1080526,ground1 house1 park1,5,19,residential building,other,reinforced concrete construction,1060721.0,103.32,2,1,1,Yes,Yes,10480000,104513.0,parking area,22.66,2050000,RPTNMLRKPHOFFBF09CA
Wugu,House and land (land + building) + parking space,15.04,Living,,,1080617,ground1 house1 park1,3,19,residential building,other,reinforced concrete construction,1060721.0,102.36,2,1,1,Yes,Yes,10830000,110163.0,parking area,22.66,2050000,RPOOMLRKPHOFFBF68CA
Wugu,House and land (land + building) + parking space,20.96,Living,,,1080607,ground1 house1 park1,8,19,residential building,other,reinforced concrete construction,1060721.0,134.87,3,2,2,Yes,Yes,12580000,92951.0,parking area,22.66,2150000,RPQSMLRKPHOFFBF66CA
Wugu,House and land (land + building) + parking space,15.21,Living,,,1080607,ground1 house1 park1,16,19,residential building,other,reinforced concrete construction,1060721.0,103.34,2,1,1,Yes,Yes,10800000,107833.0,parking area,22.66,2100000,RPSSMLRKPHOFFBF86CA
Wugu,House and land (land + building) + parking space,20.82,Living,,,1080615,ground1 house1 park1,10,19,residential building,other,reinforced concrete construction,1060721.0,134.11,3,2,2,Yes,Yes,12570000,93495.0,parking area,22.66,2150000,RPSNMLLJQHOFFBF38CA
Bali,House and land (land + building) + parking space,23.74,Business,,,1080616,ground3 house1 park1,14,19,residential building,living,reinforced concrete construction,1000414.0,186.81,3,2,2,Yes,Yes,11700000,62630.0,parking area,29.83,0,RPWOMLPKQHOFFEF07CA
Sanzhong,House and land (land + building) + parking space,34.13,Business,,,1080615,ground1 house1 park1,10,19,residential building,living,reinforced concrete construction,1040702.0,302.92,4,2,3,Yes,Yes,35900000,124063.0,parking area,32.09,2300000,RPUNMLRKPHOFFGF07CA
Luzhou,House and land (land + building) + parking space,18.29,Living,,,1080611,ground1 house1 park1,10,19,residential building,living,reinforced concrete construction,1000905.0,179.79,3,2,2,Yes,Yes,23500000,130708.0,parking area,24.07,0,RPSOMLNLPHOFFGF66CA
Xinzhuang,House and land (land + building) + parking space,35.07,Living,,,1080623,ground1 house1 park1,12,19,residential building,other,reinforced concrete construction,1070823.0,195.29,3,2,2,Yes,Yes,23900000,132120.0,parking area,29.91,2050000,RPQRMLOKQHOFFBF98CA
Wugu,House and land (land + building) + parking space,11.37,Business,,,1080624,ground1 house1 park1,8,19,residential building,other,reinforced concrete construction,1080319.0,107.44,1,2,1,Yes,Yes,7750000,85124.0,parking area,35.78,1650000,RPWNMLTKPHOFFBF96CA
Wugu,House and land (land + building) + parking space,20.47,Business,,,1080602,ground1 house1 park1,8,19,residential building,other,reinforced concrete construction,1080319.0,165.9,3,2,2,Yes,Yes,13100000,87939.0,parking area,37.97,1850000,RPXNMLTKPHOFFBF07CA
Linkou,House and land (land + building) + parking space,19.42,Business,,,1080622,ground1 house1 park1,11,19,residential building,living,reinforced concrete construction,961017.0,190.56,3,2,2,Yes,Yes,14060000,84420.0,parking area,41.78,1500000,RPQUMLSKPHOFFBF07DA
Three Gorges,House and land (land + building) + parking space,17.16,Business,,,1080429,ground1 house1 park1,15,19,residential building,living,reinforced concrete construction,960727.0,187.92,4,2,2,Yes,Yes,12500000,77615.0,parking area,42.33,1200000,RPVNMLMLPHOFFIF07DA
Linkou,House and land (land + building) + parking space,13.79,Business,,,1080523,ground1 house1 park1,10,19,residential building,other,reinforced concrete construction,990811.0,152.18,3,2,2,Yes,Yes,11380000,74780.0,parking area,0.0,0,RPSPMLSKPHOFFBF66CA
Linkou,House and land (land + building) + parking space,15.5,Business,,,1080611,ground1 house1 park2,14,19,residential building,other,reinforced concrete construction,1060705.0,229.18,4,2,2,Yes,Yes,18400000,80283.0,parking area,46.32,0,RPPSMLSJQHOFFBF66CA
Sanzhong,House and land (land + building),36.0,Business,,,1080613,ground1 house1 park0,6,19,residential building,living,reinforced concrete construction,1040702.0,308.28,4,2,3,Yes,Yes,37300000,120994.0,,0.0,0,RPQOMLTKPHOFFGF96CA
Xindian,House and land (land + building) + parking space,48.97,,hillside conservation area,hillside conservation,1080625,ground5 house1 park1,3,19,residential building,living,reinforced concrete construction,850627.0,143.32,3,2,2,Yes,Yes,6800000,47446.0,parking area,0.0,0,RPTOMLTKPHOFFCF86CA
Linkou,House and land (land + building) + parking space,12.95,Business,,,1080619,ground1 house1 park1,7,19,residential building,living,reinforced concrete construction,961017.0,142.53,2,2,1,Yes,Yes,9500000,66653.0,parking area,0.0,0,RPSNMLMLPHOFFBF58CA
Linkou,House and land (land + building) + parking space,35.31,Living,,,1080606,ground1 house1 park2,17,19,residential building,other,reinforced concrete construction,1060323.0,296.86,4,2,2,Yes,Yes,28700000,106193.0,parking area,61.44,3700000,RPOVMLSKPHOFFBF07EA
Linkou,House and land (land + building) + parking space,24.0,Living,,,1080525,ground1 house1 park1,9,19,residential building,other,reinforced concrete construction,1071106.0,195.84,2,2,2,Yes,Yes,18360000,95546.0,parking area,22.52,1800000,RPWNMLOLPHOFFBF56CA
Xinzhuang,House and land (land + building) + parking space,32.38,Business,,,1080616,ground1 house1 park2,4,19,office,other,reinforced concrete construction,1060511.0,318.159999999999,0,0,0,No,Yes,34420000,127207.0,parking area,81.38,4300000,RPOQMLMKQHOFFBF48CA
Xinzhuang,House and land (land + building) + parking space,23.53,Business,,,1080622,ground1 house1 park1,17,19,office,other,reinforced concrete construction,1060511.0,231.0,0,0,0,No,Yes,26900000,130839.0,parking area,40.69,2000000,RPPQMLMKQHOFFBF58CA
Linkou,House and land (land + building) + parking space,15.36,Business,,,1080704,ground1 house1 park3,5,19,residential building,other,reinforced concrete construction,1060705.0,248.42,4,2,2,Yes,Yes,20650000,83125.0,parking area,69.48,0,RPQSMLSJQHOFFBF76CA
Zhonghe,House and land (land + building) + parking space,10.48,Living,,,1080615,ground1 house1 park1,15,19,residential building,living,reinforced concrete construction,860409.0,127.52,3,2,2,Yes,Yes,20680000,162183.0,mechanical and stereoscopic garage,22.46,0,RPUPMLMLPHOFFHF96CA
Zhonghe,car parking space,0.78,Living,,,1080627,ground0 house0 park1,8,19,other,other,reinforced concrete construction,871120.0,44.0199999999999,0,0,0,Yes,No,1950000,,parking area,44.02,1950000,RPPPMLPLPHOFFHF76CA
Three Gorges,House and land (land + building) + parking space,11.94,Business,,,1080701,ground1 house1 park1,16,19,residential building,living,reinforced concrete construction,960727.0,145.12,2,2,1,Yes,Yes,11050000,76144.0,parking area,42.33,0,RPPPMLOLPHOFFIF76CA
Xinzhuang,House and land (land + building),4.81,Living,,,1080707,ground1 house1 park0,15,17,suite,living,reinforced concrete construction,840713.0,40.06,1,1,1,Yes,Yes,4080000,101847.0,,0.0,0,RPTQMLMLPHOFFBF98CA
Linkou,House and land (land + building) + parking space,52.31,Living,,,1080530,ground1 house1 park3,8,17,residential building,other,reinforced concrete construction,1010809.0,385.71,3,2,4,Yes,Yes,35200000,91260.0,parking area,47.08,0,RPVPMLMKQHOFFBF09CA
Xizhi,House and land (land + building) + parking space,80.46,Factory,,,1050613,ground1 house1 park2,12,17,office,other,other,1070914.0,333.98,0,0,0,No,Yes,20720000,73165.0,parking area,67.46,1220000,RPPPMLKMPHOFFDF58CA
Freshwater,House and land (land + building),6.73,Living,,,1080628,ground1 house1 park0,15,17,residential building,living,reinforced concrete construction,821224.0,47.03,1,1,1,Yes,Yes,3650000,77610.0,,0.0,0,RPWRMLOLPHOFFEF27CA
Three Gorges,House and land (land + building) + parking space,13.46,Living,,,1080614,ground2 house1 park1,14,17,residential building,living,reinforced concrete construction,861024.0,157.18,3,2,2,Yes,Yes,10320000,65657.0,parking area,39.25,0,RPUSMLMJQHOFFIF27CA
Tucheng,House and land (land + building),3.31,Living,,,1070703,ground1 house1 park0,13,17,suite,living,reinforced concrete construction,841109.0,26.69,1,1,1,Yes,Yes,2500000,93668.0,,0.0,0,RPTOMLQJQHOFFAF98CA
Freshwater,House and land (land + building) + parking space,20.47,Living,,,1080620,ground1 house1 park1,"1,2",17,residential building,business,reinforced concrete construction,860514.0,169.68,3,2,2,Yes,No,8400000,49505.0,parking area,0.0,0,RPVNMLMJQHOFFEF09CA
Xinzhuang,House and land (land + building) + parking space,34.9,Living,,,1080624,ground1 house1 park1,14,17,residential building,other,steel reinforced concrete construction,1060113.0,234.87,4,2,2,Yes,Yes,29800000,126879.0,parking area,38.8,0,RPWPMLTLPHOFFBF27CA
Xizhi,House and land (land + building) + parking space,80.28,Factory,,,1050705,ground1 house1 park2,5,17,office,other,other,1070914.0,333.94,0,0,0,No,Yes,21480000,76103.0,parking area,67.46,1200000,RPVRMLRJQHOFFDF27CA
Xizhi,House and land (land + building) + parking space,10.69,Living,,,1080701,ground2 house1 park1,11,17,residential building,living,reinforced concrete construction,840320.0,129.12,2,2,1,Yes,Yes,5400000,41822.0,parking area,0.0,0,RPUNMLPKQHOFFDF66CA
Tree,House and land (land + building) + parking space,28.91,Other,,,1080723,ground1 house1 park1,15,17,residential building,other,reinforced concrete construction,1050914.0,195.82,4,2,2,Yes,Yes,18800000,96007.0,parking area,26.0,0,RPPNMLLMPHOFFIF98CA
Sanzhong,House and land (land + building),12.74,Living,,,1080622,ground1 house1 park0,17,17,residential building,living,reinforced concrete construction,970201.0,81.35,1,1,1,Yes,Yes,10280000,126368.0,,0.0,0,RPQPMLMKQHOFFGF09CA
Freshwater,House and land (land + building) + parking space,27.14,Living,,,1080713,ground1 house1 park1,3,17,residential building,living,reinforced concrete construction,850601.0,189.27,4,2,2,Yes,Yes,10300000,54420.0,parking area,43.89,0,RPXRMLMJQHOFFEF07CA
Xindian,House and land (land + building) + parking space,45.01,,hillside conservation area,hillside conservation,1080621,ground1 house1 park1,4,17,residential building,living,reinforced concrete construction,850120.0,112.53,2,1,1,Yes,Yes,4500000,39989.0,parking area,0.0,0,RPSOMLNKQHOFFCF88CA
Tucheng,House and land (land + building) + parking space,17.83,Living,,,1080615,ground1 house1 park1,16,17,residential building,living,reinforced concrete construction,840802.0,149.81,3,2,1,Yes,Yes,13760000,91850.0,parking area,0.0,0,RPXNMLPKPHOFFAF56CA
Xindian,House and land (land + building) + parking space,15.08,Living,,,1080602,ground1 house1 park1,11,17,residential building,living,reinforced concrete construction,821122.0,163.72,3,2,2,Yes,Yes,22100000,152934.0,parking area,35.56,2500000,RPQNMLNKPHOFFCF58DA
Xizhi,House and land (land + building) + parking space,12.65,Living,,,1080623,ground2 house1 park1,15,17,residential building,living,reinforced concrete construction,871113.0,123.27,3,1,2,Yes,Yes,11200000,90857.0,parking area,32.76,0,RPVNMLSKPHOFFDF96CA
Xindian,House and land (land + building) + parking space,7.46,Living,,,1080531,ground1 house1 park1,9,17,residential building,other,other,1071206.0,105.31,2,1,1,Yes,Yes,14550000,166559.0,mechanical and stereoscopic garage,27.56,1600000,RPTOMLRKPHOFFCF66CA
Xinzhuang,House and land (land + building) + parking space,23.12,Living,,,1080606,ground1 house1 park1,11,17,residential building,other,reinforced concrete construction,1061002.0,159.32,3,2,2,Yes,Yes,19700000,135195.0,mechanical and stereoscopic garage,23.96,1400000,RPUTMLNLPHOFFBF86CA
Xinzhuang,House and land (land + building) + parking space,12.18,Living,,,1080611,ground1 house1 park1,6,17,residential building,living,reinforced concrete construction,840713.0,93.96,2,1,1,Yes,Yes,8100000,86207.0,parking area,0.0,0,RPPPMLQJQHOFFBF78CA
Freshwater,House and land (land + building),15.34,Living,,,1080623,ground1 house1 park0,3,17,residential building,living,reinforced concrete construction,981225.0,73.84,2,1,1,Yes,Yes,4600000,62297.0,,0.0,0,RPPNMLKLPHOFFEF48DA
Xinzhuang,House and land (land + building) + parking space,24.36,Living,,,1080531,ground1 house1 park1,14,17,residential building,other,reinforced concrete construction,1061002.0,188.89,3,2,2,Yes,Yes,21500000,135490.0,parking area,47.92,2400000,RPWTMLNLPHOFFBF07CA
Xinzhuang,House and land (land + building) + parking space,24.36,Living,,,1080615,ground1 house1 park1,2,17,residential building,other,reinforced concrete construction,1061002.0,188.89,3,2,2,Yes,Yes,20800000,131234.0,parking area,47.92,2300000,RPXTMLNLPHOFFBF17CA
Xindian,House and land (land + building) + parking space,44.12,,hillside conservation area,hillside conservation,1080621,ground1 house1 park1,7,17,residential building,living,reinforced concrete construction,850213.0,114.37,2,2,1,Yes,Yes,4700000,41095.0,parking area,0.0,0,RPPOMLSKPHOFFCF98CA
Xizhi,House and land (land + building),13.61,Business,,,1080630,ground2 house1 park0,3,17,residential building,living,reinforced concrete construction,811020.0,117.86,3,2,2,Yes,Yes,10300000,87392.0,,0.0,0,RPQOMLSKPHOFFDF56CA
Freshwater,House and land (land + building) + parking space,21.14,Living,,,1080615,ground2 house1 park1,17,17,residential building,living,reinforced concrete construction,860419.0,139.66,3,2,2,Yes,Yes,7000000,50122.0,parking area,0.0,0,RPWPMLSKPHOFFEF37CA
Zhonghe,House and land (land + building) + parking space,14.89,Living,,,1080616,ground1 house1 park1,12,17,residential building,living,reinforced concrete construction,860515.0,129.17,3,2,2,Yes,Yes,16500000,127739.0,parking area,0.0,0,RPRPMLNLPHOFFHF76CA
Freshwater,House and land (land + building) + parking space,21.41,Living,,,1080531,ground1 house1 park1,12,17,residential building,living,reinforced concrete construction,1050816.0,156.63,3,2,2,Yes,Yes,11530000,82733.0,parking area,31.77,1200000,RPRNMLMLPHOFFEF88DA
Xinzhuang,House and land (land + building),9.34,Living,,,1080614,ground1 house1 park0,2,11,suite,other,reinforced concrete construction,1070921.0,65.50999999999989,1,1,1,Yes,Yes,7850000,119829.0,,0.0,0,RPRQMLNLPHOFFBF88CA
Shenkeng,House and land (land + building),13.62,Living,,,1080621,ground1 house1 park0,7,11,residential building,other,other,1080125.0,59.34,1,1,1,Yes,No,7000000,117964.0,,0.0,0,RPUOMLQLPHOFFCF76CA
Shenkeng,House and land (land + building) + parking space,19.37,Living,,,1080620,ground1 house1 park1,7,11,residential building,other,other,1080125.0,95.44,2,2,1,Yes,No,10650000,115486.0,mechanical and stereoscopic garage,11.88,1000000,RPWOMLQLPHOFFCF96CA
Xindian,House and land (land + building),17.87,Living,,,1080616,ground1 house1 park0,10,11,residential building,living,reinforced concrete construction,1030930.0,109.38,3,2,2,Yes,Yes,9700000,88682.0,,0.0,0,RPUOMLOKQHOFFCF56CA
Bali,House and land (land + building) + parking space,29.92,Living,,,1080621,ground1 house1 park1,2,11,residential building,living,other,1041020.0,162.7,3,2,2,Yes,Yes,8350000,51321.0,Vertical lifting mechanical parking system,32.6,0,RPTOMLNLPHOFFEF56CA
Bali,House and land (land + building) + parking space,30.24,Living,,,1080621,ground1 house1 park1,2,11,residential building,living,other,1041020.0,163.95,3,2,2,Yes,Yes,8350000,50930.0,Vertical lifting mechanical parking system,32.6,0,RPUOMLNLPHOFFEF66CA
Freshwater,House and land (land + building),28.45,Living,,,1080531,ground1 house1 park0,9,11,residential building,living,reinforced concrete construction,1030613.0,107.52,3,2,2,Yes,Yes,5950000,55339.0,,0.0,0,RPUQMLTLPHOFFEF47CA
Freshwater,House and land (land + building),15.27,Living,,,1080628,ground1 house1 park0,11,11,residential building,living,reinforced concrete construction,980821.0,79.0399999999999,2,1,1,Yes,Yes,6500000,82237.0,,0.0,0,RPUQMLKMPHOFFEF66CA
Sanzhong,House and land (land + building),3.74,Business,,,1080709,ground2 house1 park0,7,11,residential building,business,reinforced concrete construction,850621.0,29.3699999999999,1,1,1,Yes,Yes,3600000,122574.0,,0.0,0,RPVPMLNLPHOFFGF07CA
Sanzhong,House and land (land + building),8.5,Business,,,1080630,ground1 house1 park0,11,11,residential building,living,reinforced concrete construction,851129.0,77.37,2,2,1,Yes,Yes,8000000,103399.0,,0.0,0,RPXNMLPLPHOFFGF27CA
Yonghe,House and land (land + building),5.22,Business,,,1080702,ground1 house1 park0,5,11,residential building,other,reinforced concrete construction,800422.0,55.73,2,1,1,Yes,Yes,9000000,161493.0,,0.0,0,RPTNMLNLPHOFFHF76CA
Zhonghe,House and land (land + building) + parking space,20.92,Living,,,1080621,ground1 house1 park1,9,11,residential building,other,other,1000322.0,154.94,3,2,2,Yes,Yes,15700000,101330.0,mechanical and stereoscopic garage,18.51,0,RPPPMLNLPHOFFHF56CA
Yonghe,House and land (land + building),4.95,Business,,,1080605,ground3 house1 park0,3,11,residential building,living,reinforced concrete construction,801203.0,53.18,1,1,1,Yes,Yes,7300000,137270.0,,0.0,0,RPQOMLQLPHOFFHF86CA
Yonghe,House and land (land + building),4.81,Business,,,1080707,ground1 house1 park0,5,11,residential building,other,reinforced concrete construction,800422.0,51.4,2,1,1,Yes,Yes,8050000,156615.0,,0.0,0,RPSOMLOKQHOFFHF86CA
Yinge,House and land (land + building),20.61,Living,,,1080613,ground1 house1 park0,2,11,residential building,other,reinforced concrete construction,870612.0,116.69,3,2,2,Yes,Yes,5200000,44563.0,,0.0,0,RPSTMLQJQHOFFIF77EA
Yinge,House and land (land + building) + parking space,22.11,Living,,,1080702,ground1 house1 park1,11,11,residential building,other,reinforced concrete construction,1061011.0,130.79,2,2,1,Yes,Yes,8150000,64405.0,parking area,29.09,1600000,RPQUMLOKQHOFFIF37CA
Three Gorges,House and land (land + building) + parking space,33.98,Living,,,1080602,ground1 house1 park1,7,11,residential building,other,reinforced concrete construction,1040330.0,195.9,3,2,2,Yes,Yes,12300000,62787.0,parking area,27.0,0,RPVNMLQLPHOFFIF37CA
Zhonghe,House and land (land + building),15.36,Factory,,,1080612,ground1 house1 park0,8,11,residential building,other,other,1060118.0,119.33,0,0,0,No,Yes,13280000,111288.0,,0.0,0,RPQQMLOLPHOFFHF86CA
Sanzhong,House and land (land + building) + parking space,23.21,Living,,,1080704,ground1 house1 park1,11,11,residential building,living,reinforced concrete construction,951228.0,146.49,3,2,2,Yes,Yes,15000000,102396.0,parking area,35.26,0,RPQNMLOJQHOFFGF98CA
Xizhi,House and land (land + building),17.15,Living,,,1080630,ground1 house1 park0,8,11,residential building,living,other,1050530.0,92.6199999999999,2,2,1,Yes,Yes,9800000,105809.0,,0.0,0,RPWNMLPLPHOFFDF86CA
Linkou,House and land (land + building) + parking space,18.12,Business,,,1080630,ground1 house1 park1,3,11,residential building,living,reinforced concrete construction,951221.0,120.19,2,1,1,Yes,Yes,8050000,66977.0,parking area,33.08,0,RPWQMLPLPHOFFBF96CA
Xizhi,House and land (land + building) + parking space,16.82,Living,,,1080621,ground1 house2 park1,11,11,residential building,living,reinforced concrete construction,810417.0,132.15,3,2,2,Yes,Yes,4500000,34052.0,parking area,0.0,0,RPSOMLPJQHOFFDF09CA
Freshwater,House and land (land + building),23.92,Living,,,1080612,ground1 house1 park0,10,11,residential building,living,reinforced concrete construction,1030613.0,89.52,2,2,1,Yes,Yes,5550000,61997.0,,0.0,0,RPTPMLQLPHOFFEF96CA
Freshwater,House and land (land + building),23.92,Living,,,1080705,ground1 house1 park0,7,11,residential building,living,reinforced concrete construction,1030613.0,89.52,2,2,2,Yes,Yes,5630000,62891.0,,0.0,0,RPVNMLPLPHOFFEF86CA
Linkou,House and land (land + building) + parking space,19.9,Business,,,1080708,ground1 house1 park1,5,11,residential building,living,reinforced concrete construction,820623.0,117.62,3,2,2,Yes,Yes,6400000,54413.0,mechanical and stereoscopic garage,0.0,0,RPUNMLPLPHOFFBF66EA
Wugu,House and land (land + building) + parking space,27.69,Factory,,,1080610,ground1 house1 park1,7,11,residential building,other,reinforced concrete construction,980824.0,141.74,3,2,2,Yes,Yes,8600000,60674.0,parking area,0.0,0,RPTPMLOLPHOFFBF66EA
Yonghe,House and land (land + building),16.27,Business,,,1080616,ground2 house1 park0,5,11,residential building,living,reinforced concrete construction,821218.0,133.28,3,2,2,Yes,Yes,15800000,118547.0,,0.0,0,RPPNMLRLPHOFFHF86DA
Luzhou,House and land (land + building) + parking space,41.72,Living,,,1080708,ground1 house1 park1,3,11,residential building,living,reinforced concrete construction,1040624.0,254.64,4,2,2,Yes,Yes,26100000,111696.0,parking area,34.4,1500000,RPOQMLLMPHOFFGF98CA
Sanzhong,House and land (land + building) + parking space,16.16,Living,,,1080606,ground1 house1 park1,7,11,residential building,other,reinforced concrete construction,1070702.0,132.8,3,1,2,Yes,Yes,13000000,97892.0,mechanical and stereoscopic garage,0.0,0,RPWPMLQLPHOFFGF47CA
Xinzhuang,House and land (land + building),27.61,,industrial area,specific agricultural,1080620,ground1 house1 park0,6,11,residential building,living,reinforced concrete construction,870629.0,109.47999999999901,3,2,2,Yes,Yes,10500000,95908.0,,0.0,0,RPWOMLQKQHOFFBF86CA
Shenkeng,House and land (land + building),19.84,Living,,,1080706,ground1 house1 park0,6,11,residential building,other,other,1080125.0,86.63,2,2,1,Yes,No,9850000,113702.0,,0.0,0,RPXOMLQLPHOFFCF07CA
Wugu,House and land (land + building) + parking space,45.69,Living,,,1080716,ground1 house1 park1,11,11,residential building,other,reinforced concrete construction,1011119.0,224.18,4,2,3,Yes,Yes,18770000,83720.0,parking area,23.87,2000000,RPTQMLMJQHOFFBF88CA
Tree,House and land (land + building) + parking space,26.24,Living,,,1080522,ground1 house1 park1,1,11,residential building,other,reinforced concrete construction,1030630.0,191.85,3,2,2,Yes,Yes,14200000,74016.0,parking area,50.33,0,RPQSMLLMPHOFFIF96CA
Yinge,House and land (land + building) + parking space,27.93,Living,,,1080513,ground1 house1 park1,11,11,residential building,other,reinforced concrete construction,1061011.0,160.1,3,2,2,Yes,Yes,9960000,63812.0,parking area,29.09,1600000,RPUVMLNKQHOFFIF77CA
Tree,House and land (land + building) + parking space,19.2,Living,,,1080614,ground1 house1 park1,9,11,residential building,living,reinforced concrete construction,830810.0,136.09,3,2,2,Yes,Yes,7800000,57311.0,parking area,0.0,0,RPRQMLRJQHOFFIF27CA
Freshwater,House and land (land + building) + parking space,33.09,Living,,,1080709,ground1 house1 park1,6,11,residential building,living,reinforced concrete construction,1010726.0,184.56,3,2,2,Yes,Yes,12250000,66374.0,parking area,38.25,0,RPSRMLRLQHOFFEF47EA
Yonghe,House and land (land + building),5.97,Business,,,1080606,ground1 house1 park0,8,11,residential building,living,reinforced concrete construction,850213.0,60.94,2,2,1,Yes,Yes,8800000,144404.0,,0.0,0,RPVNMLLMPHOFFHF96DA
Banqiao,House and land (land + building),3.78,Business,,,1080630,ground1 house1 park0,6,11,suite,other,reinforced concrete construction,861121.0,30.53,1,1,1,Yes,Yes,3600000,117917.0,,0.0,0,RPOQMLKMPHOFFAF28CA
Linkou,House and land (land + building) + parking space,38.84,Living,,,1080718,ground1 house1 park1,8,11,residential building,other,reinforced concrete construction,1070910.0,159.32999999999902,3,2,2,Yes,Yes,10250000,66919.0,parking area,30.07,1600000,RPPVMLRJQHOFFBF86CA
Freshwater,House and land (land + building) + parking space,16.37,Living,,,1080707,ground1 house1 park1,1,11,residential building,living,reinforced concrete construction,1071221.0,112.93,2,1,1,Yes,Yes,7720000,71950.0,parking area,33.43,2000000,RPPSMLOKQHOFFEF66CA
Luzhou,building,0.0,,,,1080722,ground0 house1 park0,1 ,11,vendor,business,reinforced concrete construction,1020822.0,98.4799999999999,0,0,0,No,Yes,3500000,35540.0,,0.0,0,RPSPMLPJQHOFFGF86CA
Tree,House and land (land + building) + parking space,33.37,Living,,,1070127,ground1 house1 park1,8,11,residential building,other,reinforced concrete construction,1080520.0,193.47,3,1,2,Yes,Yes,15800000,92382.0,parking area,39.76,1600000,RPSNMLKKQHOFFIF09CA
Tree,House and land (land + building) + parking space,29.45,Living,,,1070707,ground1 house1 park1,9,11,residential building,other,reinforced concrete construction,1080520.0,173.82999999999902,3,1,2,Yes,Yes,13880000,90848.0,parking area,39.76,1700000,RPUNMLKKQHOFFIF66CA
Tree,House and land (land + building),26.83,Living,,,1071028,ground1 house1 park0,4,11,residential building,other,reinforced concrete construction,1080520.0,131.32,3,1,2,Yes,Yes,10750000,81861.0,,0.0,0,RPVNMLKKQHOFFIF76CA
Tree,House and land (land + building) + parking space,28.79,Living,,,1080413,ground1 house1 park1,5,11,residential building,other,reinforced concrete construction,1080520.0,171.09,3,1,2,Yes,Yes,12630000,84748.0,parking area,39.76,1500000,RPWNMLKKQHOFFIF86CA
Tree,House and land (land + building),26.83,Living,,,1080402,ground1 house1 park0,6,11,residential building,other,reinforced concrete construction,1080520.0,131.32,3,1,2,Yes,Yes,11300000,86049.0,,0.0,0,RPXNMLKKQHOFFIF96CA
Tree,House and land (land + building) + parking space,28.79,Living,,,1070805,ground1 house1 park1,7,11,residential building,other,reinforced concrete construction,1080520.0,171.09,3,1,2,Yes,Yes,12800000,85281.0,parking area,39.76,1600000,RPOOMLKKQHOFFIF78CA
