district,subject of transaction,total land transfer area square meters,urban land use zoning,non-urban land Use zoning,non-urban land use planning,transaction year and month,number of transaction pens,transfer level,total floors,building type,main use,main building material,year and month of completion of construction,total area of building transfer square meters,construction status-room,construction status-hall,construction status-bathroom,construction status-compartment,with or without management organization,total price,unit price per square meter,parking category,Car displacement to total area square meters,total parking price,numbers
Banqiao,House and land (land + building),2.35,Living,,,1080616,ground1 house1 park0,31,40,suite,living,other,990715.0,47.06,0,1,1,Yes,Yes,9600000,203995.0,,0.0,0,RPQNMLSKPHOFFAF78CA
Banqiao,House and land (land + building),2.1,Living,,,1080407,ground1 house1 park0,9,40,suite,living,other,990715.0,41.03,1,1,1,Yes,Yes,9000000,219352.0,,0.0,0,RPWPMLSKPHOFFAF07DA
Banqiao,House and land (land + building),2.77,Living,,,1080505,ground1 house1 park0,29,43,suite,living,other,990715.0,54.15,1,1,1,Yes,Yes,11500000,212373.0,,0.0,0,RPVPMLKMPHOFFAF98DA
Banqiao,House and land (land + building) + parking space,6.96,Living,,,1080623,ground1 house1 park1,16,43,residential building,living,other,990715.0,152.2,4,2,2,Yes,Yes,27300000,203635.0,parking area,28.94,2200000,RPPNMLLLPHOFFAF18DA
Zhonghe,House and land (land + building),2.54,Living,,,1080629,ground3 house1 park0,25,41,suite,living,steel reinforced concrete construction,861104.0,44.31,1,1,1,Yes,Yes,5700000,128639.0,,0.0,0,RPTOMLPLPHOFFHF07CA
Zhonghe,House and land (land + building),2.09,Living,,,1080604,ground3 house1 park0,38,41,suite,living,steel reinforced concrete construction,861104.0,35.11,1,1,1,Yes,Yes,4350000,123896.0,,0.0,0,RPPSMLLJQHOFFHF56CA
Zhonghe,car parking space,0.09,Living,,,1080705,ground0 house0 park1,-6,41,other,other,steel reinforced concrete construction,861104.0,32.29,0,0,0,Yes,Yes,1580000,,parking area,32.29,1580000,RPWQMLKMPHOFFHF17CA
Xizhi,House and land (land + building) + parking space,37.43,,hillside conservation area,hillside conservation,1080531,ground1 house2 park1,5,6,mansion,other,other,1070309.0,133.75,2,2,1,Yes,Yes,10080000,94208.0,parking area,39.49,1200000,RPOQMLLMPHOFFDF68CA
Xizhi,House and land (land + building) + parking space,36.93,,hillside conservation area,hillside conservation,1080605,ground1 house2 park1,4,6,mansion,other,other,1070309.0,132.48,2,2,1,Yes,Yes,9900000,93558.0,parking area,39.49,1200000,RPQQMLLMPHOFFDF88CA
Xizhi,House and land (land + building) + parking space,53.28,,hillside conservation area,hillside conservation,1080221,ground1 house2 park1,5,6,mansion,other,other,1070309.0,174.5,3,2,2,Yes,Yes,15250000,102963.0,parking area,39.49,1350000,RPRQMLLMPHOFFDF98CA
Freshwater,House and land (land + building),29.34,Living,,,1080630,ground1 house1 park0,5,6,mansion,living,reinforced concrete construction,910827.0,88.21,3,0,3,Yes,No,5800000,65752.0,,0.0,0,RPQNMLLJQHOFFEF48CA
Zhonghe,House and land (land + building),16.73,Living,,,1080604,ground1 house1 park0,2,6,mansion,living,reinforced concrete construction,660821.0,79.1,2,1,1,Yes,Yes,7500000,94817.0,,0.0,0,RPRQMLKMPHOFFHF66CA
Zhonghe,House and land (land + building),36.34,Living,,,1080628,ground1 house1 park0,2,6,mansion,living,reinforced concrete construction,800521.0,168.86,5,2,3,Yes,No,25000000,148052.0,,0.0,0,RPQQMLLMPHOFFHF66CA
Xindian,House and land (land + building) + parking space,291.59,,hillside conservation area,hillside conservation,1080420,ground10 house1 park1,3,6,mansion,other,reinforced concrete construction,1070703.0,260.27,4,2,2,Yes,Yes,17000000,70765.0,parking area,44.06,1700000,RPUNMLMKQHOFFCF88CA
Xizhi,House and land (land + building),29.74,Living,,,1080629,ground1 house1 park0,3,6,mansion,living,reinforced concrete construction,811109.0,148.05,4,2,2,Yes,Yes,12650000,85444.0,,0.0,0,RPSPMLLMPHOFFDF98CA
Xizhi,House and land (land + building),42.51,,rural area,rural,1080703,ground1 house1 park0,2,6,mansion,living,reinforced concrete construction,811001.0,168.3,3,1,1,Yes,Yes,14500000,86156.0,,0.0,0,RPXPMLLJQHOFFDF76DA
Luzhou,House and land (land + building),25.16,Living,,,1080611,ground1 house1 park0,3,6,mansion,living,reinforced concrete construction,830924.0,123.92,3,2,2,Yes,Yes,9850000,79487.0,,0.0,0,RPUNMLMJQHOFFGF56CA
Xizhi,House and land (land + building) + parking space,25.39,Living,,,1080708,ground1 house1 park1,2,6,mansion,living,reinforced concrete construction,861105.0,145.42,3,2,2,Yes,Yes,6120000,42085.0,parking area,33.02,0,RPPNMLQLPHOFFDF88CA
Tucheng,House and land (land + building),18.62,Factory,,,1080626,ground1 house1 park0,4,6,mansion,other,reinforced concrete construction,920630.0,110.08,3,2,2,Yes,Yes,8630000,78398.0,,0.0,0,RPSQNLMJQHOFFAF78CA
Xinzhuang,House and land (land + building),29.12,Living,,,1080625,ground1 house1 park0,1,6,mansion,living,reinforced concrete construction,790906.0,154.82,4,1,2,Yes,No,17750000,114649.0,,0.0,0,RPRQMLLJQHOFFBF58CA
Freshwater,car parking space,0.37,Living,,,1080706,ground0 house0 park1,-1,6,other,other,reinforced concrete construction,930916.0,46.6,0,0,0,Yes,Yes,600000,,parking area,46.6,600000,RPROMLPJQHOFFEF09CA
Xinzhuang,House and land (land + building),24.54,Living,,,1080703,ground1 house1 park0,6,6,mansion,living,reinforced concrete construction,811223.0,105.71,3,2,2,Yes,Yes,9000000,85139.0,,0.0,0,RPQNMLKMPHOFFBF28CA
Xindian,House and land (land + building),24.44,Living,,,1080630,ground1 house1 park0,3,6,mansion,living,reinforced concrete construction,961018.0,113.17,3,2,2,Yes,Yes,7600000,67156.0,,0.0,0,RPUNMLLMPHOFFCF88CA
Tree,House and land (land + building),5.62,Business,,,1080706,ground1 house1 park0,1,6,mansion,business,reinforced concrete construction,671013.0,36.16,2,0,2,Yes,Yes,4500000,124447.0,,0.0,0,RPSSMLMJQHOFFIF07CA
Luzhou,House and land (land + building),22.89,Living,,,1080706,ground1 house1 park0,4,6,mansion,living,reinforced concrete construction,830216.0,112.29,3,2,2,Yes,Yes,10000000,89055.0,,0.0,0,RPQOMLQJQHOFFGF76DA
Yinge,House and land (land + building) + parking space,60.04,Living,,,1080709,ground1 house1 park1,2,6,mansion,other,reinforced concrete construction,1050315.0,214.93,4,2,2,Yes,Yes,11000000,51179.0,parking area,27.73,0,RPUUMLMJQHOFFIF47CA
Ruifang,House and land (land + building),9.54,Living,,,1080612,ground5 house1 park0,1,6,mansion,business,reinforced concrete construction,840812.0,67.38,0,0,0,No,No,6700000,99436.0,,0.0,0,RPQNMLRJQHOFFFF56CA
Ruifang,House and land (land + building),9.54,Living,,,1080612,ground5 house1 park0,1,6,mansion,business,reinforced concrete construction,840812.0,67.65,0,0,0,No,No,6700000,99039.0,,0.0,0,RPRNMLRJQHOFFFF66CA
Xinzhuang,House and land (land + building) + parking space,32.25,,industrial area,specific agricultural,1080603,ground1 house1 park1,2,6,mansion,living,reinforced concrete construction,860424.0,157.75,3,2,2,Yes,Yes,11600000,73534.0,mechanical and stereoscopic garage,0.0,0,RPQWMLSKPHOFFBF17CA
Freshwater,House and land (land + building),14.43,Living,,,1080624,ground1 house1 park0,1,6,vendor,other,reinforced concrete construction,930916.0,48.04,0,0,0,No,Yes,4550000,94713.0,,0.0,0,RPQPMLSKPHOFFEF76CA
Three Gorges,House and land (land + building),11.19,Living,,,1080703,ground1 house1 park0,1,6,mansion,living,reinforced concrete construction,821022.0,59.95,2,1,1,Yes,Yes,1900000,31693.0,,0.0,0,RPUSMLMKPHOFFIF27CA
Tucheng,House and land (land + building),14.84,Living,,,1080616,ground1 house1 park0,5,6,mansion,living,reinforced concrete construction,810220.0,82.07,2,2,1,Yes,No,8600000,104789.0,,0.0,0,RPUPMLNLQHOFFAF66EA
Tucheng,House and land (land + building),18.27,Living,,,1080608,ground1 house1 park0,4,6,mansion,living,reinforced concrete construction,810220.0,90.1099999999999,2,2,1,Yes,Yes,8300000,92110.0,,0.0,0,RPPOMLPKPHOFFAF48CA
Xinzhuang,House and land (land + building),17.41,Living,,,1080616,ground1 house1 park0,3,6,mansion,living,reinforced concrete construction,820416.0,82.93,2,2,1,Yes,No,7900000,95261.0,,0.0,0,RPRSMLPKPHOFFBF56CA
Xizhi,House and land (land + building) + parking space,16.68,Living,,,1080531,ground1 house1 park2,1,6,mansion,living,reinforced concrete construction,860819.0,92.92,3,2,2,Yes,Yes,8000000,86096.0,mechanical and stereoscopic garage,0.0,0,RPRTMLRKPHOFFDF07CA
Xizhi,House and land (land + building),13.66,Living,,,1080526,ground2 house1 park0,5,6,mansion,other,other,1080220.0,59.69,1,1,1,Yes,No,6150000,103032.0,,0.0,0,RPPOMLKLQHOFFDF48CA
Yonghe,House and land (land + building),23.66,Living,,,1080605,ground2 house1 park0,5,6,mansion,living,reinforced concrete construction,831231.0,100.25,3,2,1,Yes,No,14050000,140150.0,,0.0,0,RPTRMLSKPHOFFHF57CA
Luzhou,House and land (land + building),23.83,Living,,,1080613,ground1 house1 park0,6,6,mansion,living,reinforced concrete construction,871209.0,106.97,3,2,2,Yes,Yes,10300000,96289.0,,0.0,0,RPQNMLRKPHOFFGF66CA
Tucheng,House and land (land + building),14.8,Living,,,1080625,ground1 house1 park0,3,6,mansion,living,reinforced concrete construction,830518.0,71.35,2,1,1,Yes,No,7150000,100210.0,,0.0,0,RPPPMLSKPHOFFAF88CA
Tucheng,House and land (land + building) + parking space,21.48,Living,,,1080606,ground1 house1 park2,6,6,mansion,living,reinforced concrete construction,840527.0,159.82,3,2,2,Yes,Yes,9200000,57565.0,mechanical and stereoscopic garage,0.0,0,RPQPMLOLPHOFFAF78DA
Luzhou,House and land (land + building) + parking space,24.64,Living,,,1080523,ground1 house1 park1,3,6,mansion,living,reinforced concrete construction,800628.0,131.59,3,2,2,Yes,Yes,10750000,81693.0,parking area,0.0,0,RPPPMLQLPHOFFGF76CA
Sanzhong,House and land (land + building) + parking space,37.23,Living,,,1080529,ground1 house1 park3,6,6,mansion,living,reinforced concrete construction,880309.0,159.41,3,1,2,Yes,Yes,12000000,75278.0,parking area,70.45,0,RPTOMLLLQHOFFGF66CA
Zhonghe,House and land (land + building) + parking space,29.01,Living,,,1080611,ground1 house1 park1,5,6,mansion,living,reinforced concrete construction,831214.0,166.07,4,2,2,Yes,No,18500000,111406.0,mechanical and stereoscopic garage,0.0,0,RPUOMLQJQHOFFHF17CA
Luzhou,car parking space,3.09,Living,,,1080707,ground0 house0 park1,-1,6,other,other,reinforced concrete construction,800314.0,17.69,0,0,0,Yes,Yes,495000,,mechanical and stereoscopic garage,17.69,495000,RPRQMLMLPHOFFGF66CA
Xinzhuang,House and land (land + building),29.73,Living,,,1080620,ground1 house1 park0,5,6,mansion,living,reinforced concrete construction,790726.0,150.25,4,2,2,Yes,Yes,15000000,99840.0,,0.0,0,RPUPMLTKPHOFFBF96CA
Xindian,House and land (land + building) + parking space,37.72,Living,,,1080530,ground1 house1 park1,2,6,mansion,other,other,1071101.0,152.26,3,2,2,Yes,Yes,30000000,197031.0,garage,0.0,0,RPPNMLMLQHOFFCF48CA
Wanli,House and land (land + building),39.92,Living,,,1080604,ground2 house1 park0,4,6,mansion,living,reinforced concrete construction,840522.0,126.6,2,2,2,Yes,No,5300000,41864.0,,0.0,0,RPUOMLMLPHOFFDF09CA
Bali,House and land (land + building),15.98,Living,,,1080621,ground1 house1 park0,6,6,mansion,living,reinforced concrete construction,820812.0,72.5,2,1,1,Yes,Yes,4200000,57923.0,,0.0,0,RPWNMLMLPHOFFEF66CA
Yonghe,House and land (land + building) + parking space,30.78,Living,,,1080605,ground1 house1 park1,5,6,mansion,living,reinforced concrete construction,770805.0,157.34,3,2,2,Yes,Yes,21080000,133977.0,parking area,0.0,0,RPXOMLNLPHOFFHF27CA
Banqiao,House and land (land + building),30.44,Living,,,1080630,ground1 house1 park0,4,5,apartment,living,reinforced concrete construction,770908.0,112.81,3,2,2,Yes,No,9090000,80578.0,,0.0,0,RPRPMLMLPHOFFAF58CA
Tucheng,House and land (land + building),26.8,Living,,,1080530,ground1 house1 park0,4,5,apartment,living,reinforced concrete construction,720820.0,86.54,3,2,1,Yes,No,6500000,75110.0,,0.0,0,RPQPMLRJQHOFFAF88CA
Xinzhuang,House and land (land + building),29.76,Living,,,1080610,ground1 house1 park0,5,5,apartment,living,reinforced concrete construction,750409.0,104.04,2,2,2,Yes,No,9280000,89196.0,,0.0,0,RPTNMLNLPHOFFBF78CA
Xinzhuang,House and land (land + building),21.68,Living,,,1080511,ground2 house1 park0,1,5,apartment,business,reinforced concrete construction,740918.0,70.53,1,1,2,Yes,No,8500000,120516.0,,0.0,0,RPQOMLNLPHOFFBF58CA
Xinzhuang,House and land (land + building),29.4,Living,,,1080623,ground2 house1 park0,2,5,apartment,living,reinforced concrete construction,710921.0,105.9,4,2,1,Yes,No,7500000,70822.0,,0.0,0,RPPNMLOLPHOFFBF48CA
Linkou,House and land (land + building),76.58,Living,,,1080407,ground1 house1 park0,"1,2,3,4,5",5,house,living,reinforced concrete construction,950526.0,213.95,3,2,3,Yes,Yes,13680000,63940.0,,0.0,0,RPXNMLPLPHOFFBF76CA
Xinzhuang,House and land (land + building),19.73,Living,,,1080525,ground3 house1 park0,4,5,apartment,living,reinforced concrete construction,670902.0,91.0,3,2,1,Yes,No,6400000,70330.0,,0.0,0,RPSPMLLMPHOFFBF78CA
Xindian,House and land (land + building) + parking space,68.84,Living,,,1080510,ground1 house1 park1,5,5,mansion,other,other,1080325.0,180.19,2,2,2,Yes,Yes,10700000,69838.0,parking area,39.15,850000,RPOOMLNLPHOFFCF48CA
Xindian,House and land (land + building),22.62,Living,,,1080616,ground1 house1 park0,"2,3",5,mansion,living,reinforced concrete construction,800821.0,119.75999999999900,3,2,2,Yes,Yes,7250000,60538.0,,0.0,0,RPOPMLNLPHOFFCF58CA
Xindian,House and land (land + building),26.55,Living,,,1080615,ground1 house1 park0,5,5,apartment,living,reinforced concrete construction,670622.0,87.73,3,2,1,Yes,No,9800000,111706.0,,0.0,0,RPPQMLOLPHOFFCF88CA
Xizhi,House and land (land + building),42.28,,hillside conservation area,hillside conservation,1080626,ground1 house1 park0,1,5,apartment,living,reinforced concrete construction,841110.0,108.69,3,2,2,Yes,Yes,5200000,47842.0,,0.0,0,RPUPMLOLPHOFFDF76CA
Xizhi,House and land (land + building),44.47,,hillside conservation area,hillside conservation,1080616,ground1 house1 park0,5,5,apartment,living,reinforced concrete construction,841110.0,107.28,3,2,2,Yes,Yes,2350000,21905.0,,0.0,0,RPROMLTLPHOFFDF86CA
Sanzhong,House and land (land + building),22.38,Living,,,1080627,ground2 house1 park0,5,5,mansion,other,reinforced concrete construction,1050203.0,84.77,2,2,1,Yes,No,10600000,125044.0,,0.0,0,RPUPMLMLPHOFFGF86CA
Luzhou,House and land (land + building),60.74,Living,,,1080613,ground1 house2 park0,5,5,apartment,living,reinforced concrete construction,770310.0,209.28,3,1,1,Yes,No,20000000,95566.0,,0.0,0,RPVPMLMLPHOFFGF96CA
Luzhou,House and land (land + building),21.64,Living,,,1080620,ground4 house1 park0,1,5,vendor,other,reinforced concrete construction,720929.0,92.21,1,0,1,Yes,No,3060000,33185.0,,0.0,0,RPQQMLOLPHOFFGF76CA
Luzhou,House and land (land + building),26.0,Living,,,1080621,ground1 house1 park0,1,5,vendor,other,reinforced concrete construction,691001.0,220.0,1,1,1,Yes,No,24000000,109091.0,,0.0,0,RPTOMLOKQHOFFGF86CA
Sanzhong,House and land (land + building),9.47,Living,,,1080625,ground1 house1 park0,1,5,vendor,business,reinforced concrete construction,710211.0,27.0,0,0,0,No,No,3200000,118519.0,,0.0,0,RPSPMLQKQHOFFGF07CA
Zhonghe,House and land (land + building),20.08,Living,,,1080616,ground2 house1 park0,1,5,apartment,living,reinforced concrete construction,671028.0,72.0,4,0,4,Yes,No,8000000,111111.0,,0.0,0,RPUOMLPLPHOFFHF17CA
Zhonghe,House and land (land + building),9.17,Living,,,1070516,ground1 house1 park0,1,5,apartment,business,reinforced concrete construction,711104.0,39.32,3,2,1,Yes,No,4000000,101729.0,,0.0,0,RPSPMLKMPHOFFHF66CA
Three Gorges,House and land (land + building),20.9,Living,,,1080621,ground1 house1 park0,1,5,suite,living,reinforced concrete construction,750812.0,89.93,1,1,1,Yes,No,8000000,88958.0,,0.0,0,RPRNMLNLPHOFFIF66CA
Three Gorges,House and land (land + building),30.58,,hillside conservation area,hillside conservation,1080615,ground1 house1 park0,4,5,apartment,living,reinforced concrete construction,840828.0,105.78,3,2,2,Yes,No,2550000,24107.0,,0.0,0,RPSOMLRJQHOFFIF17CA
Luzhou,House and land (land + building),33.27,Living,,,1080617,ground1 house1 park0,3,5,apartment,living,reinforced concrete construction,701216.0,101.0,3,2,1,Yes,No,6450000,63861.0,,0.0,0,RPRPMLOLPHOFFGF86DA
Luzhou,House and land (land + building),33.27,Living,,,1080615,ground1 house1 park0,2,5,apartment,living,reinforced concrete construction,701216.0,101.0,3,1,1,Yes,No,6800000,67327.0,,0.0,0,RPQNMLNJQHOFFGF98DA
Zhonghe,House and land (land + building),32.78,Living,,,1080625,ground1 house1 park0,4,5,apartment,living,reinforced concrete construction,720705.0,117.83,3,2,2,Yes,No,10350000,87838.0,,0.0,0,RPPNMLMKPHOFFHF09CD
Sanzhong,House and land (land + building),23.2,Living,,,1080624,ground1 house1 park0,1,5,apartment,other,reinforced concrete construction,700127.0,69.0,2,1,1,Yes,No,3030000,43913.0,,0.0,0,RPOQMLNLPHOFFGF66EA
Freshwater,House and land (land + building),10.03,Living,,,1080704,ground1 house1 park0,5,5,apartment,living,reinforced concrete construction,790315.0,49.82,1,1,1,Yes,No,2500000,50181.0,,0.0,0,RPWOMLRJQHOFFEF37EA
Wugu,House and land (land + building),30.12,Living,,,1080710,ground2 house1 park0,4,5,apartment,living,reinforced concrete construction,760921.0,100.12,3,2,2,Yes,No,5500000,54934.0,,0.0,0,RPOSMLNLPHOFFBF98EA
Tucheng,House and land (land + building),20.19,Living,,,1080619,ground2 house1 park0,3,5,apartment,living,reinforced concrete construction,770106.0,67.28,2,1,1,Yes,No,4000000,59453.0,,0.0,0,RPTRMLMJQHOFFAF09EA
Banqiao,House and land (land + building),26.22,Living,,,1080723,ground2 house1 park0,4,5,apartment,living,reinforced concrete construction,,98.87,3,2,2,Yes,No,7200000,72823.0,,0.0,0,RPTNMLKMQHOFFAF78EA
Zhonghe,House and land (land + building),26.45,Living,,,1080429,ground1 house1 park0,3,5,apartment,living,reinforced concrete construction,681130.0,91.26,3,2,2,Yes,No,9760000,106947.0,,0.0,0,RPTNMLKMPHOFFHF66DA
Zhonghe,House and land (land + building),23.61,Living,,,1080612,ground2 house1 park0,1,5,apartment,living,reinforced concrete construction,700203.0,67.06,3,1,1,Yes,No,7300000,108858.0,,0.0,0,RPSQMLLJQHOFFHF66CA
Zhonghe,House and land (land + building),26.98,Living,,,1080608,ground1 house1 park0,5,5,apartment,living,reinforced concrete construction,760509.0,195.98999999999900,3,2,2,Yes,No,7850000,40053.0,,0.0,0,RPUNMLLMPHOFFHF76CA
Zhonghe,House and land (land + building),31.61,Living,,,1080618,ground1 house1 park0,2,5,apartment,living,reinforced concrete construction,830301.0,212.18,3,2,2,Yes,No,8800000,41474.0,,0.0,0,RPVOMLQLPHOFFHF37CA
Luzhou,House and land (land + building),28.34,Living,,,1080615,ground1 house1 park0,4,5,apartment,living,reinforced concrete construction,780515.0,98.42,3,2,2,Yes,No,7500000,76204.0,,0.0,0,RPRPMLQKQHOFFGF96CA
Sanzhong,House and land (land + building),28.5,Living,,,1080408,ground1 house1 park0,1,5,apartment,living,reinforced concrete construction,860926.0,64.77,3,2,1,Yes,No,10500000,162112.0,,0.0,0,RPUNMLLLQHOFFGF66CA
Sanzhong,House and land (land + building),27.6,Living,,,1071218,ground1 house1 park0,5,5,apartment,living,reinforced concrete construction,730426.0,93.24,1,1,1,Yes,No,3800000,40755.0,,0.0,0,RPVOMLLJQHOFFGF66CA
Sanzhong,House and land (land + building),23.37,Living,,,1080708,ground2 house1 park0,4,5,apartment,living,reinforced concrete construction,691107.0,86.0,3,1,2,Yes,No,7300000,84884.0,,0.0,0,RPWQMLTLPHOFFGF87CA
Sanzhong,House and land (land + building),23.63,Living,,,1080528,ground3 house1 park0,"1,-1",5,apartment,living,reinforced concrete construction,791226.0,165.53,2,2,2,Yes,Yes,15500000,93639.0,,0.0,0,RPVPMLQLPHOFFGF37CA
Sanzhong,House and land (land + building),12.0,Living,,,1080612,ground1 house1 park0,1,5,apartment,other,reinforced concrete construction,830809.0,37.07,0,0,0,No,No,4900000,132182.0,,0.0,0,RPVNMLSLPHOFFGF37CA
Xizhi,House and land (land + building),28.86,Business,,,1080626,ground2 house1 park0,2,5,apartment,living,reinforced concrete construction,751223.0,110.73,2,2,1,Yes,No,11600000,104759.0,,0.0,0,RPSTMLRJQHOFFDF17CA
Xizhi,House and land (land + building),44.67,,hillside conservation area,hillside conservation,1080711,ground1 house1 park0,4,5,apartment,living,reinforced concrete construction,841110.0,107.99,3,2,2,Yes,Yes,3000000,27780.0,,0.0,0,RPUUMLSJQHOFFDF57CA
Xizhi,House and land (land + building),27.8,Living,,,1080706,ground1 house1 park0,5,5,apartment,living,reinforced concrete construction,701228.0,97.98,3,2,1,Yes,No,5000000,51031.0,,0.0,0,RPTOMLPLPHOFFDF66CA
Xindian,House and land (land + building) + parking space,293.66,,hillside conservation area,hillside conservation,1080613,ground10 house1 park2,5,5,mansion,other,other,1071128.0,278.86,4,2,2,Yes,Yes,22000000,87667.0,parking area,60.98,2900000,RPWNMLMKQHOFFCF09CA
Shenkeng,House and land (land + building),29.4,,general agricultural area,general agricultural,1080723,ground1 house1 park0,1,5,apartment,living,reinforced concrete construction,880809.0,93.38,3,2,1,Yes,No,7600000,81388.0,,0.0,0,RPQNMLNKQHOFFCF58CA
Xindian,House and land (land + building),23.16,Living,,,1080608,ground2 house1 park0,4,5,apartment,living,reinforced concrete construction,791101.0,92.42999999999990,3,2,2,Yes,Yes,5600000,60586.0,,0.0,0,RPPPMLKMPHOFFCF48CA
Xindian,House and land (land + building),29.96,Living,,,1080621,ground2 house1 park0,4,5,apartment,living,reinforced concrete construction,780202.0,113.77,3,2,2,Yes,No,11500000,101081.0,,0.0,0,RPWNMLPLPHOFFCF76CA
Xindian,House and land (land + building),29.53,Living,,,1080620,ground1 house1 park0,4,5,apartment,living,reinforced concrete construction,770116.0,108.44,3,2,2,Yes,No,11100000,102361.0,,0.0,0,RPOQMLOLPHOFFCF78CA
Xinzhuang,House and land (land + building),24.05,Living,,,1080602,ground3 house1 park0,4,5,apartment,living,reinforced concrete construction,680908.0,97.13,3,2,1,Yes,No,7840000,80717.0,,0.0,0,RPWPMLNKQHOFFBF66CA
Banqiao,House and land (land + building),19.57,Living,,,1080619,ground1 house1 park0,5,5,apartment,living,reinforced concrete construction,720604.0,78.72,3,2,1,Yes,No,7550000,95910.0,,0.0,0,RPXRMLOLPHOFFAF96CA
Banqiao,House and land (land + building),26.4,Living,,,1080704,ground2 house1 park0,2,5,apartment,living,reinforced concrete construction,,86.2,3,2,1,Yes,No,8700000,100928.0,,0.0,0,RPSOMLQLPHOFFAF98CA
Banqiao,House and land (land + building),43.4,Living,,,1080629,ground4 house2 park0,4,5,apartment,living,reinforced concrete construction,,121.26,4,2,2,Yes,No,14500000,119578.0,,0.0,0,RPTOMLQLPHOFFAF09CA
Tucheng,House and land (land + building),20.24,Living,,,1080624,ground1 house1 park0,2,5,apartment,living,reinforced concrete construction,731006.0,88.96,3,2,2,Yes,No,9200000,103417.0,,0.0,0,RPSPMLQLPHOFFAF09CA
Banqiao,House and land (land + building),25.6,Living,,,1080622,ground2 house1 park0,2,5,apartment,living,reinforced concrete construction,670204.0,92.64,3,2,1,Yes,No,12600000,136010.0,,0.0,0,RPRPMLMLQHOFFAF68CA
Xinzhuang,House and land (land + building),19.77,Living,,,1080613,ground1 house1 park0,4,5,apartment,living,reinforced concrete construction,690714.0,87.45,3,2,1,Yes,No,6600000,75472.0,,0.0,0,RPSRMLPLPHOFFBF66CA
Wugu,House and land (land + building) + parking space,24.51,Other,,,1080611,ground1 house1 park1,1,5,office,factory,reinforced concrete construction,810722.0,131.86,0,0,0,No,No,15150000,114895.0,parking area,0.0,0,RPPRMLQLPHOFFBF09CA
Wugu,House and land (land + building),24.1,Living,,,1080703,ground1 house1 park0,3,5,apartment,living,reinforced concrete construction,730106.0,70.22,2,1,1,Yes,No,3800000,54116.0,,0.0,0,RPUQMLSJQHOFFBF96CA
Freshwater,House and land (land + building) + parking space,26.37,Factory,,,1080615,ground4 house1 park1,3,5,factory,other,reinforced concrete construction,920910.0,126.47999999999900,3,2,2,Yes,Yes,10600000,,parking area,0.0,0,RPWNMLQLPHOFFEF07CA
Freshwater,House and land (land + building),28.56,Living,,,1080626,ground1 house1 park0,4,5,apartment,living,reinforced concrete construction,770823.0,109.54,5,0,5,Yes,No,4900000,44733.0,,0.0,0,RPXNMLLMPHOFFEF76CA
Luzhou,House and land (land + building),17.84,Living,,,1080516,ground1 house1 park0,5,5,apartment,living,reinforced concrete construction,740128.0,84.68,1,2,1,Yes,No,7500000,88569.0,,0.0,0,RPUPMLOLPHOFFGF07CA
Zhonghe,House and land (land + building),24.13,Living,,,1080527,ground1 house1 park0,3,5,apartment,living,reinforced concrete construction,690521.0,87.72,3,2,1,Yes,No,7000000,79799.0,,0.0,0,RPRPMLOLPHOFFHF86CA
Zhonghe,House and land (land + building),26.59,Living,,,1080527,ground1 house1 park0,3,5,apartment,living,reinforced concrete construction,690521.0,87.99,3,2,1,Yes,No,7000000,79554.0,,0.0,0,RPRQMLOLPHOFFHF96CA
Zhonghe,House and land (land + building),34.97,Living,,,1080606,ground1 house1 park0,5,5,apartment,living,reinforced concrete construction,750218.0,134.0,4,2,2,Yes,No,11300000,84328.0,,0.0,0,RPWQMLOLPHOFFHF47CA
Zhonghe,House and land (land + building),24.62,Living,,,1080623,ground3 house1 park0,4,5,apartment,living,reinforced concrete construction,680905.0,91.57,3,2,1,Yes,No,7830000,85508.0,,0.0,0,RPROMLPLPHOFFHF86CA
Yonghe,House and land (land + building),60.02,Living,,,1080413,ground2 house2 park0,1,5,apartment,other,reinforced concrete construction,720324.0,218.54,3,2,1,Yes,No,28870000,132104.0,,0.0,0,RPTPMLQLPHOFFHF27CA
Zhonghe,House and land (land + building),23.42,Living,,,1080628,ground1 house1 park0,3,5,apartment,living,reinforced concrete construction,700910.0,84.14,3,2,1,Yes,No,10000000,118850.0,,0.0,0,RPUOMLMJQHOFFHF76CA
Sanzhong,House and land (land + building),35.9,Living,,,1080330,ground1 house2 park0,5,5,apartment,living,reinforced concrete construction,751215.0,130.58,5,3,3,Yes,No,11850000,90749.0,,0.0,0,RPVQMLLJQHOFFGF96DA
Tree,House and land (land + building),28.2,Living,,,1080414,ground1 house1 park0,3,5,apartment,living,reinforced concrete construction,720206.0,91.52,3,2,1,Yes,No,6980000,76267.0,,0.0,0,RPRPMLKMPHOFFIF76DA
Xizhi,House and land (land + building),20.58,Living,,,1080717,ground1 house1 park0,5,5,apartment,living,reinforced concrete construction,690726.0,76.16,2,1,1,Yes,No,3000000,39391.0,,0.0,0,RPWOMLPLPHOFFDF17EA
Ruifang,House and land (land + building),39.46,,rural area,rural,1080215,ground1 house1 park0,5,5,apartment,living,reinforced concrete construction,890114.0,117.15,3,2,2,Yes,No,2520000,21511.0,,0.0,0,RPPNMLNJRHOFFFF98EA
Freshwater,House and land (land + building),6.06,Business,,,1080710,ground1 house1 park0,5,5,apartment,living,reinforced concrete construction,781229.0,25.25,1,0,1,Yes,No,1600000,63366.0,,0.0,0,RPWRMLRLQHOFFEF87EA
